cca3,decade_start,decade_end,mean_temp_c,warming_c_per_decade,detrended_volatility_c,mean_uncertainty_c
DZA,1960,1969,23.232308333333332,-0.2224494949494948,0.19356294494316192,0.4134833333333333
DZA,1970,1979,22.929833333333335,0.4193838383838371,0.38124222203862074,0.39743333333333336
DZA,1980,1989,23.515033333333335,0.7081515151515148,0.30981614977443456,0.34559166666666663
DZA,1990,1999,23.651741666666666,0.9577727272727315,0.3657654112721061,0.353425
DZA,2000,2009,24.19226666666667,-0.3382222222222224,0.21432521536764434,0.37592499999999995
ECU,1960,1969,21.997658333333334,0.36096464646464665,0.17165764618406343,0.29845
ECU,1970,1979,21.99216666666667,0.2831313131313084,0.2915917379303741,0.29149166666666665
ECU,1980,1989,22.257783333333332,-0.31622222222222157,0.38183015151904043,0.3169083333333333
ECU,1990,1999,22.492716666666666,0.054191919191919,0.39548735837696364,0.24640833333333334
ECU,2000,2009,22.473583333333337,0.20873737373737444,0.2379889388932616,0.3747416666666667
EGY,1960,1969,23.003408333333333,-0.306126262626264,0.5564585399115362,0.32232500000000003
EGY,1970,1979,22.829458333333335,0.5391060606060568,0.2272597862926229,0.33675833333333327
EGY,1980,1989,22.833266666666667,0.29960606060606404,0.33078009782949513,0.32782500000000003
EGY,1990,1999,23.235899999999997,0.7459898989898955,0.27785740968004435,0.3566083333333333
EGY,2000,2009,23.54746666666667,0.5515555555555544,0.21048800758582073,0.33647499999999997
ERI,1960,1969,26.73786666666667,-0.16069696969696876,0.30025304488915167,0.5133333333333334
ERI,1970,1979,26.830091666666668,0.2639747474747448,0.23322626184938175,0.4164333333333333
ERI,1980,1989,26.922783333333335,-0.14531313131313212,0.25964093313674524,0.54935
ERI,1990,1999,27.151316666666663,0.4505151515151514,0.31363369920711465,0.6268333333333332
ERI,2000,2009,27.622883333333334,0.30869696969696986,0.16777337349560723,0.47236666666666666
ESH,1960,1969,22.589075,-0.25610606060606067,0.26082949879390127,0.4591833333333333
ESH,1970,1979,22.293024999999997,0.6749141414141425,0.5507162012125353,0.43340000000000006
ESH,1980,1989,22.917941666666668,0.35471212121212187,0.43680250065575876,0.6047666666666667
ESH,1990,1999,23.082625,0.612702020202023,0.42128252809855105,0.5484
ESH,2000,2009,23.381149999999998,-0.04849494949494987,0.18859054972397976,0.657275
ESP,1960,1969,13.816308333333334,-0.5619040404040397,0.34903901516823976,0.24853333333333333
ESP,1970,1979,13.427266666666668,0.555414141414141,0.2581152801718867,0.22478333333333333
ESP,1980,1989,14.131899999999998,0.8049999999999993,0.3901457839270459,0.215675
ESP,1990,1999,14.4124,0.5078686868686868,0.49181356088084094,0.2192416666666667
ESP,2000,2009,14.59745,-0.0006565656565667819,0.3272642082900056,0.230825
EST,1960,1969,4.795241666666667,-1.2827121212121213,0.6993406997979875,0.30785833333333334
EST,1970,1979,5.174225,-1.010823232323232,0.9810763165419579,0.293375
EST,1980,1989,5.168525,0.6833383838383846,1.1540783821352254,0.2723583333333333
EST,1990,1999,5.809791666666667,-0.7490656565656567,0.6577064683028725,0.26114166666666666
EST,2000,2009,6.349008333333333,0.3822676767676764,0.5192343009180983,0.24069166666666666
ETH,1960,1969,22.896683333333335,-0.04117171717171818,0.15871094954955403,0.415825
ETH,1970,1979,23.080866666666672,0.14838383838383823,0.22752111572228578,0.3343083333333333
ETH,1980,1989,23.284891666666667,-0.23289393939394254,0.2692161133971782,0.3508833333333334
ETH,1990,1999,23.354408333333332,0.2886818181818184,0.16013122144294087,0.5401666666666667
ETH,2000,2009,23.815833333333337,0.2164444444444424,0.17081274522131407,0.48266666666666663
FIN,1960,1969,1.2669833333333336,-1.7938181818181818,0.7718257123878618,0.27779166666666666
FIN,1970,1979,1.6026583333333335,-0.948368686868687,1.0749677187054898,0.2488833333333333
