country,cca3,reference_year,population_at_reference,density_at_reference_per_km2,population_growth_prior_decade_pct,prior_decade_mean_temp_c,prior_decade_warming_c_per_decade,prior_decade_detrended_volatility_c,prior_decade_mean_temp_uncertainty_c,area_km2,continent,target_exposure_class
Greenland,GRL,1980,50106,0.023132045542051425,10.283047937667833,-18.74795,0.9684646464646497,0.5085545726445202,0.870325,2166086,North America,Low
Greenland,GRL,1990,55599,0.025667955935267574,10.962758951023833,-18.627225,-0.19826767676767484,0.9262266414591374,0.86945,2166086,North America,Low
Guatemala,GTM,1970,5453208,50.080430530172926,,23.30385833333333,0.01613636363636597,0.2109979277933993,0.31395,108889,North America,Medium
Guatemala,GTM,1980,6987767,64.17330492519906,28.140481712782652,23.408700000000003,0.05526262626262565,0.23028109869951696,0.28124166666666667,108889,North America,Low
Guatemala,GTM,1990,9084780,83.4315679269715,30.009772792939437,23.53685,-0.20231313131312934,0.21202326325221932,0.30370833333333336,108889,North America,Medium
French Guiana,GUF,1970,46484,0.55646802499581,,25.991683333333334,0.1318888888888831,0.18924046067036657,0.294325,83534,South America,Low
French Guiana,GUF,1980,66825,0.7999736634184883,43.75914293090095,25.869775000000004,0.34804545454545466,0.21173270013750758,0.25271666666666665,83534,South America,Low
French Guiana,GUF,1990,113931,1.3638877582780664,70.49158249158249,26.104591666666664,-0.04484343434343365,0.2930776847725442,0.2508916666666667,83534,South America,Low
Guam,GUM,1970,88300,160.83788706739526,,26.877783333333333,-0.09766666666667073,0.10333778962911876,0.5371916666666667,549,Oceania,High
Guam,GUM,1980,110286,200.88524590163934,24.89920724801813,27.068666666666665,0.24728282828283282,0.13616637454343689,0.49175,549,Oceania,High
Guam,GUM,1990,138263,251.84517304189436,25.36768039461037,27.44195,0.13848484848484718,0.1904473244481277,0.4845750000000001,549,Oceania,High
Guyana,GUY,1970,705261,3.2807567602770633,,26.263516666666664,0.12743434343434284,0.22199155665298415,0.35649999999999993,214969,South America,Low
Guyana,GUY,1980,778176,3.619945201401132,10.33872566326508,26.084316666666666,0.403343434343433,0.21365228903040404,0.3372583333333333,214969,South America,Low
Guyana,GUY,1990,747116,3.47545925226428,-3.991384982317625,26.325558333333333,0.009328282828285885,0.30801771445892795,0.3595083333333334,214969,South America,Low
Hong Kong,HKG,1970,3955072,3582.4927536231885,,22.969875000000002,-0.36576262626262857,0.25986839826777036,0.30907500000000004,1104,Asia,High
Hong Kong,HKG,1980,4978544,4509.550724637681,25.87745558108676,22.917783333333336,0.3097474747474712,0.2568721051686366,0.2503,1104,Asia,Medium
Hong Kong,HKG,1990,5838574,5288.563405797101,17.27472931845133,22.969633333333338,0.040727272727273625,0.3042954541703367,0.23270833333333335,1104,Asia,High
Honduras,HND,1970,2782753,24.737341322049566,,24.872566666666664,0.010606060606058496,0.17773872827129517,0.32660000000000006,112492,North America,Medium
Honduras,HND,1980,3777990,33.58452156597802,35.76447496418116,24.95475833333333,0.3078939393939402,0.20967797171804534,0.29513333333333336,112492,North America,Low
Honduras,HND,1990,5053234,44.920829925683606,33.75456261133565,25.122149999999998,-0.05140404040403938,0.2370221368751746,0.35114999999999996,112492,North America,High
Croatia,HRV,1970,4492638,79.38364490935435,,11.428099999999999,-0.24096969696969694,0.4811464285623395,0.30535,56594,Europe,Medium
Croatia,HRV,1980,4680144,82.6968229847687,4.17362805549879,11.465258333333333,0.09459090909090902,0.3886344793011594,0.26494166666666674,56594,Europe,High
Croatia,HRV,1990,4873707,86.1170265399159,4.135834282022088,11.5285,0.7161515151515132,0.3985271422134356,0.24658333333333332,56594,Europe,Low
Haiti,HTI,1970,4680812,168.6779099099099,,26.558533333333333,0.02272727272727359,0.13618359964198276,0.3585166666666666,27750,North America,High
Haiti,HTI,1980,5646676,203.48381981981981,20.634539477338553,26.460416666666667,0.31317171717171516,0.1633831483392397,0.322925,27750,North America,Medium
Haiti,HTI,1990,6925331,249.56147747747747,22.644384058869328,26.779025,-0.16188383838383638,0.1902719190034147,0.3560083333333333,27750,North America,High
Hungary,HUN,1970,10315366,110.88452938900116,,9.860400000000002,-0.04597979797979884,0.5838720868918784,0.31256666666666666,93028,Europe,Medium
Hungary,HUN,1980,10698679,115.00493399836608,3.7159418289181456,9.981349999999999,0.0029393939393927947,0.43000605720292023,0.26881666666666665,93028,Europe,High
Hungary,HUN,1990,10375989,111.53619340413638,-3.016166762270367,9.885933333333336,0.6232323232323234,0.5526775484145444,0.26409999999999995,93028,Europe,Low
Indonesia,IDN,1970,115228394,60.50103409222769,,25.880925,0.1467727272727281,0.11802232723102972,0.23250833333333337,1904569,Asia,Medium
Indonesia,IDN,1980,148177096,77.80085468155788,28.594256030332254,25.966083333333337,-0.04696969696969451,0.13682130786611846,0.23590833333333333,1904569,Asia,Medium
Indonesia,IDN,1990,182159874,95.64362015763146,22.933893912997185,26.073874999999997,0.21589393939394214,0.1581757099521136,0.21874166666666667,1904569,Asia,High
Isle of Man,IMN,1970,55298,96.67482517482517,,9.337,-0.06848484848485015,0.42177922234481363,0.2893833333333333,572,Europe,Low
Isle of Man,IMN,1980,64022,111.92657342657343,15.776339108105187,9.594966666666668,-0.5833636363636365,0.31994771502219477,0.27795000000000003,572,Europe,High
Isle of Man,IMN,1990,68865,120.39335664335664,7.564587173159221,9.567091666666666,0.25408585858585786,0.5095795770918179,0.24099999999999996,572,Europe,High
India,IND,1970,557501301,169.57750236495426,,24.10409166666667,0.23382323232323296,0.22625117554410976,0.26528333333333337,3287590,Asia,High
India,IND,1980,696828385,211.95720421342077,24.991346881179744,24.145416666666666,0.37200000000000205,0.23968487670993516,0.22657499999999997,3287590,Asia,High
India,IND,1990,870452165,264.7690755234077,24.916289826511594,24.362283333333334,0.23293939393939256,0.26547079650896094,0.20110833333333336,3287590,Asia,High
Ireland,IRL,1970,2937637,41.803210336829224,,9.420141666666666,-0.038762626262626214,0.3432158107540935,0.2632416666666667,70273,Europe,Low
Ireland,IRL,1980,3391387,48.26017104720163,15.446088131379065,9.630366666666665,-0.4171313131313134,0.3435196441984695,0.23582500000000003,70273,Europe,Medium
Ireland,IRL,1990,3485374,49.59762639989754,2.7713439958341635,9.629083333333334,0.11647474747474697,0.45696506338505577,0.2139333333333333,70273,Europe,High
Iran,IRN,1970,28449705,17.26112808253878,,17.710333333333335,-0.36276767676767696,0.4228569023525462,0.33690000000000003,1648195,Asia,Medium
Iran,IRN,1980,38520664,23.371423890983774,35.39916846237949,17.69906666666667,0.4852020202020194,0.6273739167705891,0.3017916666666667,1648195,Asia,Medium
Iran,IRN,1990,55793629,33.851351933478746,44.840776887958114,18.03751666666667,0.16295959595959736,0.3889831840105025,0.2695666666666667,1648195,Asia,High
Iraq,IRQ,1970,9811347,22.384135226331626,,22.22675,-0.5949090909090924,0.6460516053006594,0.3447916666666667,438317,Asia,Medium
Iraq,IRQ,1980,13653369,31.149531047164494,39.158965634382305,22.05880833333333,0.8612878787878803,0.5409038796186727,0.34018333333333334,438317,Asia,Medium
Iraq,IRQ,1990,17658381,40.2867810283425,29.333507356316236,22.089058333333334,0.42221717171716844,0.4256577753800448,0.3747,438317,Asia,High
Iceland,ISL,1970,204468,1.985126213592233,,1.51995,-1.8218282828282828,0.3446080808626083,0.45352500000000007,103000,Europe,Low
Iceland,ISL,1980,228263,2.216145631067961,11.637517851204105,1.5594333333333332,-0.4605151515151513,0.6727427369950371,0.4092666666666666,103000,Europe,Low
Iceland,ISL,1990,255019,2.4759126213592233,11.721566789186166,1.4805333333333333,0.4587272727272726,0.5445216243223567,0.34882500000000005,103000,Europe,Low
Israel,ISR,1970,2907307,139.97626384207993,,20.090516666666666,-0.5545151515151502,0.5775501258727446,0.2975083333333333,20770,Asia,High
Israel,ISR,1980,3744608,180.28926336061627,28.799882502948606,19.878508333333336,0.6412373737373721,0.2869875209761475,0.2549,20770,Asia,High
Israel,ISR,1990,4803254,231.25922002888782,28.271210230817225,19.843783333333334,0.3080909090909063,0.3194618418187475,0.23523333333333332,20770,Asia,High
Italy,ITA,1970,53324036,176.9587304537128,,12.900558333333331,-0.35745959595959587,0.3123372210691039,0.24677500000000002,301336,Europe,Medium
Italy,ITA,1980,56329482,186.93246741179283,5.636193779480614,12.770333333333333,-0.09305050505050401,0.1966737571245564,0.21952499999999997,301336,Europe,High
Italy,ITA,1990,56756561,188.34975243581914,0.7581802367719215,13.033541666666668,0.8491565656565656,0.3219849701124287,0.21036666666666667,301336,Europe,High
Jamaica,JAM,1970,1859091,169.1466654535529,,26.296208333333333,-0.0558232323232303,0.16113071238013163,0.4742416666666666,10991,North America,High
Jamaica,JAM,1980,2135546,194.2995177872805,14.870439370638655,26.305416666666666,0.24973737373737429,0.15476987049590266,0.34356666666666663,10991,North America,Medium
Jamaica,JAM,1990,2392030,217.63533800382132,12.010230638909203,26.55005,-0.012505050505052868,0.22959246452394882,0.3564833333333334,10991,North America,High
Jersey,JEY,1970,68347,589.198275862069,,10.945849999999998,0.1431111111111112,0.5641883726699501,0.3057166666666667,116,Europe,Medium
Jersey,JEY,1980,75124,647.6206896551724,9.91557786003774,11.08095,-0.16627272727272688,0.28708581271255895,0.2623666666666667,116,Europe,High
Jersey,JEY,1990,82874,714.4310344827586,10.316277088546943,11.235033333333332,0.4667979797979796,0.5764857471171819,0.23740833333333336,116,Europe,High
Jordan,JOR,1970,1557374,17.431599919410804,,19.842000000000002,-0.614969696969697,0.6485714036685291,0.3403333333333333,89342,Asia,Medium
Jordan,JOR,1980,2216903,24.813671061762665,42.34878712499375,19.588600000000003,0.7695151515151502,0.3613709638486567,0.30956666666666666,89342,Asia,Medium
Jordan,JOR,1990,3480587,38.958015267175576,57.00222337197434,19.586025000000003,0.4681060606060603,0.3752493471051033,0.27221666666666666,89342,Asia,High
Japan,JPN,1970,105416839,278.932180562538,,12.288258333333333,-0.9018535353535366,0.262895217989223,0.20929999999999999,377930,Asia,High
Japan,JPN,1980,117624196,311.23275738893443,11.580082571058693,12.23405,0.512171717171717,0.3315978200657431,0.19746666666666668,377930,Asia,High
Japan,JPN,1990,123686321,327.27309554679437,5.153807810086963,12.093866666666667,0.774858585858586,0.35621143935151534,0.17636666666666664,377930,Asia,Medium
Kazakhstan,KAZ,1970,12265305,4.501194539249147,,5.591375,-1.0045303030303039,0.9371152470937487,0.30696666666666667,2724900,Asia,Low
Kazakhstan,KAZ,1980,14172710,5.201185364600536,15.551223552940584,5.678333333333333,0.49198989898989887,0.7490181235279714,0.2516583333333333,2724900,Asia,Low
Kazakhstan,KAZ,1990,16866563,6.189791551983559,19.0073246401006,6.079775000000001,-0.24251010101010062,0.7894702013097641,0.23445,2724900,Asia,Low
Kenya,KEN,1970,11473087,19.768675682800712,,24.021583333333332,-0.06877777777777731,0.21794036329861546,0.3105583333333334,580367,Africa,Low
Kenya,KEN,1980,16187124,27.891186094316183,41.0877822158936,24.210616666666667,0.05517171717172,0.1865914839025236,0.3065583333333333,580367,Africa,Low
Kenya,KEN,1990,23162269,39.90969334920835,43.09069974382107,24.475766666666665,-0.11160606060605781,0.30562927287986946,0.27318333333333333,580367,Africa,High
Kyrgyzstan,KGZ,1970,3016384,15.085615975914099,,3.4579999999999997,-0.6964646464646467,0.6068072837336568,0.5409583333333334,199951,Asia,Medium
Kyrgyzstan,KGZ,1980,3691209,18.460567839120586,22.371985794912064,3.539725,0.20327777777777847,0.5901700056735414,0.4503583333333333,199951,Asia,Low
Kyrgyzstan,KGZ,1990,4394734,21.97905486844277,19.05947346790713,3.910125,-0.5358737373737377,0.4647458167999701,0.4025083333333333,199951,Asia,Medium
Cambodia,KHM,1970,6708525,37.05650840997597,,26.977533333333334,0.17217171717171798,0.243258448803589,0.265675,181035,Asia,Medium
Cambodia,KHM,1980,6198959,34.24177092827354,-7.5957978840356155,26.89700833333334,0.2879545454545443,0.25523058724522907,0.2753333333333333,181035,Asia,Low
Cambodia,KHM,1990,8910808,49.22146546247963,43.74684523643406,27.043808333333335,-0.0449343434343464,0.1807191301522693,0.29179999999999995,181035,Asia,Medium
Kiribati,KIR,1970,57437,70.82244143033292,,26.839358333333337,0.3865909090909089,0.20069182700750296,0.6217583333333334,811,Oceania,High
Kiribati,KIR,1980,60813,74.98520345252774,5.877744311158306,26.733658333333334,0.6266818181818192,0.27983080601389926,0.5584166666666667,811,Oceania,Low
Kiribati,KIR,1990,75124,92.63131935881627,23.532797263742957,27.070525000000004,-0.22859090909091107,0.27073001479165754,0.6184583333333334,811,Oceania,Medium
Saint Kitts and Nevis,KNA,1970,44968,172.2911877394636,,26.096425,-0.3764393939393924,0.19345829846131324,0.32071666666666665,261,North America,Medium
Saint Kitts and Nevis,KNA,1980,43097,165.12260536398466,-4.160736523750219,25.99605833333333,0.1322070707070742,0.23827810387995635,0.26375,261,North America,Low
Saint Kitts and Nevis,KNA,1990,40636,155.6934865900383,-5.710374271991093,26.29153333333333,-0.19541414141414318,0.23609134561752976,0.2404416666666666,261,North America,High
South Korea,KOR,1970,32601143,325.3282406945415,,12.100733333333334,-1.0605050505050484,0.37632650087391906,0.25495833333333334,100210,Asia,High
South Korea,KOR,1980,38170501,380.9051092705319,17.08332128109742,12.176633333333333,0.9163535353535361,0.38877570848215176,0.23728333333333335,100210,Asia,High
South Korea,KOR,1990,44120039,440.2758107973256,15.58674328115317,12.069066666666666,1.0905252525252525,0.40251991249747726,0.20016666666666666,100210,Asia,High
Kuwait,KWT,1970,802786,45.054776069143564,,25.398925000000002,-0.19134848484848038,0.5877777074621414,0.4418666666666667,17818,Asia,High
Kuwait,KWT,1980,1493870,83.84049837243238,86.08570652701965,25.268466666666665,0.7382929292929297,0.44143695127290933,0.46443333333333336,17818,Asia,High
Kuwait,KWT,1990,1674938,94.00258165899652,12.120733397149674,25.372291666666666,0.2817727272727261,0.39754035741596233,0.6035833333333334,17818,Asia,High
Laos,LAO,1970,2675283,11.297647804054055,,23.93081666666667,0.07643434343434545,0.29913088250327885,0.3005666666666667,236800,Asia,Medium
Laos,LAO,1980,3297519,13.925333614864865,23.25869823865363,23.799483333333335,0.3078080808080825,0.2882311995628207,0.2579333333333333,236800,Asia,Low
Laos,LAO,1990,4314443,18.219776182432433,30.83906415702229,23.949800000000003,-0.13598989898989863,0.2110501702756092,0.2609416666666667,236800,Asia,Medium
Lebanon,LBN,1970,2381791,227.87897053195562,,18.12271666666667,-0.6737878787878806,0.5914511865408725,0.34052499999999997,10452,Asia,High
Lebanon,LBN,1980,2963702,283.5535782625335,24.431656681883517,17.886400000000002,0.5348888888888913,0.3517257280285335,0.2877416666666667,10452,Asia,High
Lebanon,LBN,1990,3593700,343.8289322617681,21.257130440239933,17.880258333333334,0.3976515151515143,0.3044316599007799,0.27137500000000003,10452,Asia,High
Liberia,LBR,1970,1463563,13.141565426644757,,25.51575,-0.01867676767677317,0.15490030641970523,0.30334999999999995,111369,Africa,Low
Liberia,LBR,1980,1932169,17.349253382898294,32.018163891817444,25.582666666666665,0.10160606060606,0.2659969941519404,0.29825833333333335,111369,Africa,Medium
Liberia,LBR,1990,2209731,19.84152681625946,14.365306554447365,25.801775000000003,0.25163131313131454,0.22799718760366622,0.3024833333333333,111369,Africa,Medium
Libya,LBY,1970,1909177,1.0850432499403253,,22.513916666666667,-0.0021313131313123986,0.4686287854398573,0.4880416666666667,1759540,Africa,Low
Libya,LBY,1980,2962720,1.6838037214271913,55.18309721937777,22.357575,0.3669242424242398,0.19902045426973775,0.40389166666666665,1759540,Africa,Low
Libya,LBY,1990,4236983,2.408006069768235,43.00990306205108,22.589500000000005,0.5628181818181799,0.1870886732569746,0.4726166666666666,1759540,Africa,Low
Saint Lucia,LCA,1970,103090,167.3538961038961,,26.95445833333333,-0.2070353535353561,0.1938121591877262,0.3235,616,North America,High
Saint Lucia,LCA,1980,121633,197.45616883116884,17.98719565428266,26.827825,0.16521717171717293,0.21535911957347986,0.2835,616,North America,Medium
Saint Lucia,LCA,1990,142301,231.00811688311688,16.99209918360971,27.082583333333332,-0.16713131313131305,0.25982027910023564,0.25198333333333334,616,North America,High
Liechtenstein,LIE,1970,21089,131.80625,,4.713416666666666,-0.2714545454545457,0.6071009019386151,0.44784999999999997,160,Europe,High
Liechtenstein,LIE,1980,25003,156.26875,18.559438569870544,4.840616666666667,0.2775757575757575,0.33435049000764183,0.3940666666666667,160,Europe,High
Liechtenstein,LIE,1990,28765,179.78125,15.046194456665196,5.0146250000000006,0.8933080808080813,0.529010754535073,0.3393333333333334,160,Europe,Medium
Sri Lanka,LKA,1970,12388769,188.82440176802317,,27.16120833333333,0.29644949494949635,0.11810365979739236,0.2579916666666667,65610,Asia,High
Sri Lanka,LKA,1980,14943645,227.7647462277092,20.622517055568636,27.181558333333335,0.3671464646464634,0.20444120761235032,0.25115,65610,Asia,Medium
Sri Lanka,LKA,1990,17204094,262.2175582990398,15.126490223770706,27.481583333333333,-0.007626262626260427,0.24480015250234355,0.33045833333333335,65610,Asia,High
Lesotho,LSO,1970,1023481,33.71704826223028,,13.973400000000002,-0.057393939393939886,0.26620374861074214,0.3017333333333333,30355,Africa,Medium
Lesotho,LSO,1980,1407672,46.373645198484596,37.53767778786319,13.890025,0.03924747474747282,0.3015642715827733,0.31329166666666663,30355,Africa,Medium
Lesotho,LSO,1990,1798997,59.26526107725251,27.799444757017255,14.252799999999999,0.061727272727272915,0.4015614776622777,0.30522499999999997,30355,Africa,Medium
Lithuania,LTU,1970,3210147,49.15998468606432,,5.890849999999999,-0.8754747474747473,0.7276290172519927,0.31786666666666663,65300,Europe,Low
Lithuania,LTU,1980,3521206,53.92352220520674,9.68986778487091,6.259883333333333,-0.8535858585858584,0.8874890004640233,0.2592083333333334,65300,Europe,High
Lithuania,LTU,1990,3785847,57.976217457886676,7.5156352681439165,6.2421500000000005,0.6866464646464654,1.1272438225408097,0.2409333333333333,65300,Europe,Low
Luxembourg,LUX,1970,339342,131.22273781902553,,9.177833333333334,-0.0064949494949497885,0.6878648911001018,0.26488333333333336,2586,Europe,Medium
Luxembourg,LUX,1980,363741,140.65777262180976,7.190091412203614,9.396408333333333,-0.07342929292929293,0.444160214502213,0.24696666666666664,2586,Europe,High
Luxembourg,LUX,1990,381267,147.43503480278423,4.8182635446650135,9.461408333333335,0.6852777777777784,0.6721356405062026,0.22044166666666665,2586,Europe,Medium
Latvia,LVA,1970,2397414,37.13524063259964,,5.281000000000001,-1.1291919191919186,0.6957653850302987,0.29721666666666663,64559,Europe,Low
Latvia,LVA,1980,2572037,39.84009975371366,7.283806634982537,5.687775,-0.9375707070707073,0.9293494933094617,0.266875,64559,Europe,High
Latvia,LVA,1990,2689391,41.65787883951114,4.5626870842060185,5.665441666666667,0.6792070707070698,1.1310134772198004,0.2565333333333333,64559,Europe,Low
Macau,MAC,1970,247284,8242.8,,22.72139166666667,-0.3914090909090909,0.2730777574027282,0.34685,30,Asia,High
Macau,MAC,1980,245332,8177.733333333334,-0.7893757784571576,22.672341666666668,0.3218838383838413,0.2730657951298254,0.26897499999999996,30,Asia,Medium
Macau,MAC,1990,350227,11674.233333333334,42.75634650188316,22.730783333333335,0.025040404040404605,0.33699439746741944,0.25903333333333334,30,Asia,High
Saint Martin,MAF,1970,5802,109.47169811320755,,26.82451666666667,-0.3831515151515186,0.19652735114348563,0.35830833333333334,53,North America,High
Saint Martin,MAF,1980,7776,146.71698113207546,34.02275077559462,26.748399999999997,0.15963636363636516,0.2400512064246888,0.3485083333333333,53,North America,Medium
Saint Martin,MAF,1990,28127,530.6981132075472,261.71553497942386,27.048000000000002,-0.14423232323232413,0.21073963294046585,0.31251666666666666,53,North America,High
